"featureFlag","ref","type","baseWeapon","baseMods","supportedAttachments","lootTags","tier","pingCommsAction","fakeAmmoIcon","icon","pickupModel","skinOverride","attachSound","pickupSound_1p","pickupSound_3p","carrySound","pickupString","desc","countPerDrop","inventorySlotCount","netInt","passive","minPVPCurrency","maxPVPCurrency","scrapValue","droppodRotate","conditional","isDynamic","pretendsToBeBlank"
"","mp_weapon_shotgun_blueset","main_weapon","mp_weapon_shotgun","shotgun_bolt_l2 optic_cq_hcog_classic stock_tactical_l2","sight mag grip","shotgun blueset",2,"PING_WEAPON_EVA","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_shotgun_purpleset","main_weapon","mp_weapon_shotgun","shotgun_bolt_l3 optic_cq_hcog_classic stock_tactical_l3","sight mag grip hopup","shotgun purpleset",3,"PING_WEAPON_EVA","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_energy_shotgun","main_weapon","","","sight mag grip hopup","shotgun",1,"PING_WEAPON_PEACEKEEPER","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_energy_shotgun_whiteset","main_weapon","mp_weapon_energy_shotgun"," shotgun_bolt_l1 stock_tactical_l1","sight mag grip","shotgun whiteset",1,"PING_WEAPON_PEACEKEEPER","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_energy_shotgun_blueset","main_weapon","mp_weapon_energy_shotgun","optic_cq_hcog_classic shotgun_bolt_l2 stock_tactical_l2","sight mag grip","shotgun blueset",2,"PING_WEAPON_PEACEKEEPER","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_energy_shotgun_purpleset","main_weapon","mp_weapon_energy_shotgun","optic_cq_hcog_bruiser shotgun_bolt_l3 stock_tactical_l3","sight mag grip","shotgun purpleset",3,"PING_WEAPON_PEACEKEEPER","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_energy_shotgun_gold","main_weapon","mp_weapon_energy_shotgun","optic_cq_threat shotgun_bolt_l4 stock_tactical_l3 hopup_shield_breaker gold","sight mag grip hopup","shotgun",4,"PING_WEAPON_PEACEKEEPER","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_shotgun_pistol","main_weapon","","","sight mag hopup","pistol",1,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_shotgun_pistol_whiteset","main_weapon","mp_weapon_shotgun_pistol","optic_cq_hcog_classic shotgun_bolt_l1","sight mag","pistol whiteset",1,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_shotgun_pistol_blueset","main_weapon","mp_weapon_shotgun_pistol","optic_cq_hcog_classic shotgun_bolt_l2","sight mag","pistol blueset",2,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_shotgun_pistol_purpleset","main_weapon","mp_weapon_shotgun_pistol","optic_cq_hcog_classic shotgun_bolt_l3","sight mag hopup","pistol purpleset",3,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_shotgun_pistol_gold","main_weapon","mp_weapon_shotgun_pistol","optic_cq_threat shotgun_bolt_l4 hopup_unshielded_dmg gold","sight mag hopup","pistol",4,"PING_WEAPON_MOZAMBIQUE","","","",0,"","survival_loot_pickup_weapon_shotgun","survival_loot_pickup_3p_weapon_shotgun","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_wingman","main_weapon","","","sight mag hopup","pistol",1,"PING_WEAPON_WINGMAN","","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_wingman_whiteset","main_weapon","mp_weapon_wingman","optic_cq_hcog_classic sniper_mag_l1","sight mag","pistol whiteset",1,"PING_WEAPON_WINGMAN","","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_wingman_blueset","main_weapon","mp_weapon_wingman","optic_cq_hcog_classic sniper_mag_l2","sight mag","pistol blueset",2,"PING_WEAPON_WINGMAN","","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_wingman_purpleset","main_weapon","mp_weapon_wingman","optic_cq_hcog_classic sniper_mag_l3","sight mag hopup","pistol purpleset",3,"PING_WEAPON_WINGMAN","","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_wingman_gold","main_weapon","mp_weapon_wingman","hopup_headshot_dmg optic_cq_threat sniper_mag_l4 gold","sight mag hopup","pistol",4,"PING_WEAPON_WINGMAN","","","",0,"","survival_loot_pickup_weapon_wingman","survival_loot_pickup_3p_weapon_wingman","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_semipistol","main_weapon","","","sight mag barrel hopup","pistol",1,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_semipistol_whiteset","main_weapon","mp_weapon_semipistol","optic_cq_hcog_classic bullets_mag_l1 laser_sight_l1","sight mag barrel","pistol whiteset",1,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_semipistol_blueset","main_weapon","mp_weapon_semipistol","optic_cq_hcog_classic bullets_mag_l2 laser_sight_l2","sight mag barrel","pistol blueset",2,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_semipistol_purpleset","main_weapon","mp_weapon_semipistol","optic_cq_threat bullets_mag_l3 laser_sight_l3","sight mag barrel hopup","pistol purpleset",3,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_semipistol_gold","main_weapon","mp_weapon_semipistol","optic_cq_threat bullets_mag_l4 laser_sight_l3 hopup_unshielded_dmg gold","sight mag barrel hopup","pistol",4,"PING_WEAPON_SEMIPISTOL","","","",0,"","survival_loot_pickup_weapon_semipistol","survival_loot_pickup_3p_weapon_semipistol","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_autopistol","main_weapon","","","sight mag barrel hopup","pistol",1,"PING_WEAPON_AUTOPISTOL","","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_autopistol_whiteset","main_weapon","mp_weapon_autopistol","optic_cq_hcog_classic bullets_mag_l1 laser_sight_l1","sight mag barrel hopup","pistol whiteset",1,"PING_WEAPON_AUTOPISTOL","","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_autopistol_blueset","main_weapon","mp_weapon_autopistol","optic_cq_hcog_classic bullets_mag_l2 laser_sight_l2","sight mag barrel hopup","pistol blueset",2,"PING_WEAPON_AUTOPISTOL","","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_autopistol_purpleset","main_weapon","mp_weapon_autopistol","optic_cq_hcog_classic bullets_mag_l3 laser_sight_l3 hopup_unshielded_dmg","sight mag barrel hopup","pistol purpleset",3,"PING_WEAPON_AUTOPISTOL","","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","",0,0,20,0,0,0,0
"","mp_weapon_autopistol_gold","main_weapon","mp_weapon_autopistol","optic_cq_threat bullets_mag_l4 laser_sight_l3 hopup_unshielded_dmg gold","sight mag barrel hopup","pistol",4,"PING_WEAPON_AUTOPISTOL","","","",0,"","survival_loot_pickup_weapon_autopistol","survival_loot_pickup_3p_weapon_autopistol","","","",1,1,"","",0,0,20,0,0,0,0
"","bullet","ammo","","","","",1,"PING_AMMO_BULLET","","rui/hud/gametype_icons/survival/sur_ammo_bullet","mdl/weapons_r5/loot/_master/w_loot_wep_ammo_sc.rmdl",0,"","survival_loot_pickup_LightAmmo","survival_loot_pickup_3p_LightAmmo","","#SURVIVAL_PICKUP_BULLETS","#SURVIVAL_PICKUP_BULLETS_HINT",24,72,"","",0,0,0,0,0,0,0
"","special","ammo","","","","",1,"PING_AMMO_SPECIAL","","rui/hud/gametype_icons/survival/sur_ammo_special","mdl/weapons_r5/loot/_master/w_loot_wep_ammo_nrg.rmdl",0,"","survival_loot_pickup_EnergyPack","survival_loot_pickup_3p_EnergyPack","","#SURVIVAL_PICKUP_SPECIAL","#SURVIVAL_PICKUP_SPECIAL_HINT",18,54,"","",0,0,0,0,0,0,0
"","shotgun","ammo","","","","",1,"PING_AMMO_SHOTGUN","","rui/hud/gametype_icons/survival/sur_ammo_shotgun","mdl/weapons_r5/loot/_master/w_loot_wep_ammo_shg.rmdl",0,"","survival_loot_pickup_ShotgunShells","survival_loot_pickup_3p_ShotgunShells","","#SURVIVAL_PICKUP_SHOTGUN","#SURVIVAL_PICKUP_SHOTGUN_HINT",10,20,"","",0,0,0,0,0,0,0
"","highcal","ammo","","","","",1,"PING_AMMO_HIGHCAL","","rui/hud/gametype_icons/survival/sur_ammo_bullet_large","mdl/weapons_r5/loot/_master/w_loot_wep_ammo_hc.rmdl",0,"","survival_loot_pickup_HeavyAmmo","survival_loot_pickup_3p_HeavyAmmo","","#SURVIVAL_PICKUP_BULLETS_LARGE","#SURVIVAL_PICKUP_BULLETS_LARGE_HINT",20,60,"","",0,0,0,0,0,0,0
"","sniper","ammo","","","","","1","PING_AMMO_SNIPER","","rui/hud/gametype_icons/survival/sur_ammo_sniper","mdl/weapons_r5/loot/_master/w_loot_wep_ammo_sniper.rmdl","0","","survival_loot_pickup_sniper","survival_loot_pickup_3p_SniperAmmo","","#SURVIVAL_PICKUP_SNIPER","#SURVIVAL_PICKUP_SNIPER_HINT","14","28","","","0","0","0","0","0","0","0"
"","explosive","ammo","","","","","1","PING_AMMO_EXPLOSIVE","","rui/hud/gametype_icons/survival/sur_ammo_explosive","mdl/weapons_r5/loot/_master/w_loot_wep_ammo_exp.rmdl","0","","survival_loot_pickup_titan_ammo","survival_loot_pickup_3p_titan_ammo","","Explosive Ammo","","8","16","","","0","0","0","0","0","0","0"
"","health_pickup_ultimate","health","","","","",3,"PING_ITEM_ULTIMATE_ENERGY","","rui/hud/loot/loot_health_ultimate","mdl/weapons_r5/loot/w_loot_wep_iso_ultimate_accelerant.rmdl",0,"","survival_loot_pickup_Ultimate","survival_loot_pickup_Ultimate_3p","","#SURVIVAL_PICKUP_HEALTH_ULTIMATE","#SURVIVAL_PICKUP_HEALTH_ULTIMATE_HINT",1,1,"","",0,0,5,1,0,0,0
"","health_pickup_combo_full","health","","","","",3,"PING_ITEM_COMBO_FULL","","rui/hud/loot/loot_stim_combo_full","mdl/weapons_r5/loot/w_loot_wep_iso_phoenix_kit_v1.rmdl",0,"","survival_loot_pickup_battery_shield","survival_loot_pickup_Battery_Shield_3p","","#SURVIVAL_PICKUP_HEALTH_COMBO_FULL","#SURVIVAL_PICKUP_HEALTH_COMBO_FULL_HINT",1,1,"","",0,0,10,0,0,0,0
"","health_pickup_health_large","health","","","","",2,"PING_ITEM_HEALTH_LARGE","","rui/hud/loot/loot_stim_health_large","mdl/weapons_r5/loot/w_loot_wep_iso_health_main_large.rmdl",0,"","survival_loot_pickup_Medkit","survival_loot_pickup_Medkit_3P","","#SURVIVAL_PICKUP_HEALTH_LARGE","#SURVIVAL_PICKUP_HEALTH_LARGE_HINT",1,2,"","",0,0,10,1,0,0,0
"","health_pickup_health_small","health","","","","",1,"PING_ITEM_HEALTH_SMALL","","rui/hud/loot/loot_stim_health_small","mdl/weapons_r5/loot/w_loot_wep_iso_health_main_small.rmdl",0,"","survival_loot_pickup_Medkit","survival_loot_pickup_Medkit_3P","","#SURVIVAL_PICKUP_HEALTH_SMALL","#SURVIVAL_PICKUP_HEALTH_SMALL_HINT",2,4,"","",0,0,5,1,0,0,0
"","health_pickup_combo_large","health","","","","",2,"PING_ITEM_SHIELD_LARGE","","rui/hud/loot/loot_stim_shield_large","mdl/weapons_r5/loot/w_loot_wep_iso_shield_battery_large.rmdl",0,"","survival_loot_pickup_battery_shield","survival_loot_pickup_Battery_Shield_3p","","#SURVIVAL_PICKUP_HEALTH_COMBO_LARGE","#SURVIVAL_PICKUP_HEALTH_COMBO_LARGE_HINT",1,2,"","",0,0,10,0,0,0,0
"","health_pickup_combo_small","health","","","","",1,"PING_ITEM_SHIELD_SMALL","","rui/hud/loot/loot_stim_shield_small","mdl/weapons_r5/loot/w_loot_wep_iso_shield_battery_small.rmdl",0,"","survival_loot_pickup_battery_shield","survival_loot_pickup_Battery_Shield_3p","","#SURVIVAL_PICKUP_HEALTH_COMBO_SMALL","#SURVIVAL_PICKUP_HEALTH_COMBO_SMALL_HINT",2,4,"","",0,0,5,0,0,0,0
"","helmet_pickup_lv1","helmet","","","","",1,"PING_EQUIPMENT_HELMET_1","","rui/hud/loot/loot_helmet_1","mdl/weapons_r5/loot/_master/w_loot_cha_shield_upgrade_head_v1.rmdl",1,"","survival_loot_pickup_suits_lvl_01","survival_loot_pickup_3p_suits_lvl_01","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_HELMET_1","#SURVIVAL_PICKUP_HELMET_1_HINT",1,1,"","",0,0,10,0,0,0,0
"","helmet_pickup_lv2","helmet","","","","",2,"PING_EQUIPMENT_HELMET_2","","rui/hud/loot/loot_helmet_2","mdl/weapons_r5/loot/_master/w_loot_cha_shield_upgrade_head_v1.rmdl",2,"","survival_loot_pickup_suits_lvl_02","survival_loot_pickup_3p_suits_lvl_02","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_HELMET_2","#SURVIVAL_PICKUP_HELMET_2_HINT",1,1,"","",0,0,10,0,0,0,0
"","helmet_pickup_lv3","helmet","","","","",3,"PING_EQUIPMENT_HELMET_3","","rui/hud/loot/loot_helmet_3","mdl/weapons_r5/loot/_master/w_loot_cha_shield_upgrade_head_v1.rmdl",3,"","survival_loot_pickup_suits_lvl_03","survival_loot_pickup_3p_suits_lvl_03","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_HELMET_3","#SURVIVAL_PICKUP_HELMET_3_HINT",1,1,"","",0,0,10,0,0,0,0
"","helmet_pickup_lv4_abilities","helmet","","","","",4,"PING_EQUIPMENT_HELMET_4","","rui/hud/loot/loot_helmet_3","mdl/weapons_r5/loot/_master/w_loot_cha_shield_upgrade_head_v1.rmdl",4,"","survival_loot_pickup_suits_lvl_04","survival_loot_pickup_3p_suits_lvl_04","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_HELMET_4","#SURVIVAL_PICKUP_HELMET_4_HINT",1,1,"","PAS_REDUCED_COOLDOWNS_TAC_ULT",0,0,10,0,0,0,0
"","armor_pickup_lv1","armor","","","","",1,"PING_EQUIPMENT_ARMOR_1","","rui/hud/loot/loot_armor_1","mdl/weapons_r5/loot/_master/w_loot_cha_shield_upgrade_body_v1.rmdl",1,"","survival_loot_pickup_suits_lvl_01","survival_loot_pickup_3p_suits_lvl_01","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_ARMOR_1","#SURVIVAL_PICKUP_ARMOR_1_HINT",1,1,"","",0,0,20,0,0,0,0
"","armor_pickup_lv2","armor","","","","",2,"PING_EQUIPMENT_ARMOR_2","","rui/hud/loot/loot_armor_2","mdl/weapons_r5/loot/_master/w_loot_cha_shield_upgrade_body_v1.rmdl",2,"","survival_loot_pickup_suits_lvl_02","survival_loot_pickup_3p_suits_lvl_02","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_ARMOR_2","#SURVIVAL_PICKUP_ARMOR_2_HINT",1,1,"","",0,0,20,0,0,0,0
"","armor_pickup_lv3","armor","","","","",3,"PING_EQUIPMENT_ARMOR_3","","rui/hud/loot/loot_armor_3","mdl/weapons_r5/loot/_master/w_loot_cha_shield_upgrade_body_v1.rmdl",3,"","survival_loot_pickup_suits_lvl_03","survival_loot_pickup_3p_suits_lvl_03","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_ARMOR_3","#SURVIVAL_PICKUP_ARMOR_3_HINT",1,1,"","",0,0,20,0,0,0,0
"","armor_pickup_lv4_all_fast","armor","","","","",4,"PING_EQUIPMENT_ARMOR_4","","rui/hud/loot/loot_armor_3","mdl/weapons_r5/loot/_master/w_loot_cha_shield_upgrade_body_v1.rmdl",4,"","survival_loot_pickup_suits_lvl_04","survival_loot_pickup_3p_suits_lvl_04","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_ARMOR_4","#SURVIVAL_PICKUP_ARMOR_4_HINT",1,1,"","PAS_BONUS_SMALL_HEAL",0,0,20,0,0,0,0
"","armor_pickup_lv0_evolving","armor","","","","",0,"","","rui/hud/loot/loot_armor_evo_1","mdl/weapons_r5/loot/_master/w_loot_cha_shield_upgrade_body_v1.rmdl",1,"","survival_loot_pickup_suits_lvl_01","survival_loot_pickup_3p_suits_lvl_01","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_ARMOR_EVOLVING","",1,1,"","",0,0,20,1,1,1,1
"","armor_pickup_lv1_evolving","armor","","","","",1,"PING_EQUIPMENT_ARMOR_1_EVO","","rui/hud/loot/loot_armor_evo_1","mdl/weapons_r5/loot/_master/w_loot_cha_shield_upgrade_body_v1.rmdl",2,"","survival_loot_pickup_suits_lvl_01","survival_loot_pickup_3p_suits_lvl_01","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_ARMOR_EVOLVING","#SURVIVAL_PICKUP_ARMOR_E1_HINT",1,1,"","",0,0,20,0,0,0,0
"","armor_pickup_lv2_evolving","armor","","","","",2,"PING_EQUIPMENT_ARMOR_2_EVO","","rui/hud/loot/loot_armor_evo_1","mdl/weapons_r5/loot/_master/w_loot_cha_shield_upgrade_body_v1.rmdl",3,"","survival_loot_pickup_suits_lvl_02","survival_loot_pickup_3p_suits_lvl_02","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_ARMOR_EVOLVING","#SURVIVAL_PICKUP_ARMOR_E2_HINT",1,1,"","",0,0,20,0,0,0,0
"","armor_pickup_lv3_evolving","armor","","","","",3,"PING_EQUIPMENT_ARMOR_3_EVO","","rui/hud/loot/loot_armor_evo_1","mdl/weapons_r5/loot/_master/w_loot_cha_shield_upgrade_body_v1.rmdl",4,"","survival_loot_pickup_suits_lvl_03","survival_loot_pickup_3p_suits_lvl_03","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_ARMOR_EVOLVING","#SURVIVAL_PICKUP_ARMOR_E3_HINT",1,1,"","",0,0,20,0,0,0,0
"","armor_pickup_lv5_evolving","armor","","","","",5,"PING_EQUIPMENT_ARMOR_5_EVO","","rui/hud/loot/loot_armor_evo_1","mdl/weapons_r5/loot/_master/w_loot_cha_shield_upgrade_body_v1.rmdl",5,"","survival_loot_pickup_suits_lvl_04","survival_loot_pickup_3p_suits_lvl_04","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_ARMOR_EVOLVING","#SURVIVAL_PICKUP_ARMOR_E4_HINT",1,1,"","",0,0,20,0,0,0,0
"","incapshield_pickup_lv0","incapshield","","","","",0,"","","rui/hud/loot/loot_incapshield_1","mdl/weapons_r5/loot/w_loot_wep_iso_shield_down_v1.rmdl",0,"","survival_loot_pickup_wallrun_kit","survival_loot_pickup_3p_wallrun_kit","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_INCAPSHIELD_LV1","",1,1,"","",0,0,10,1,1,1,1
"","incapshield_pickup_lv1","incapshield","","","","",1,"PING_EQUIPMENT_INCAPSHIELD_1","","rui/hud/loot/loot_incapshield_1","mdl/weapons_r5/loot/w_loot_wep_iso_shield_down_v1.rmdl",0,"","survival_loot_pickup_wallrun_kit","survival_loot_pickup_3p_wallrun_kit","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_INCAPSHIELD_LV1","#SURVIVAL_PICKUP_INCAPSHIELD_LV1_HINT",1,1,"","",0,0,10,1,0,0,0
"","incapshield_pickup_lv2","incapshield","","","","",2,"PING_EQUIPMENT_INCAPSHIELD_2","","rui/hud/loot/loot_incapshield_1","mdl/weapons_r5/loot/w_loot_wep_iso_shield_down_v1.rmdl",0,"","survival_loot_pickup_wallrun_kit","survival_loot_pickup_3p_wallrun_kit","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_INCAPSHIELD_LV2","#SURVIVAL_PICKUP_INCAPSHIELD_LV2_HINT",1,1,"","",0,0,10,1,0,0,0
"","incapshield_pickup_lv3","incapshield","","","","",3,"PING_EQUIPMENT_INCAPSHIELD_3","","rui/hud/loot/loot_incapshield_1","mdl/weapons_r5/loot/w_loot_wep_iso_shield_down_v1.rmdl",0,"","survival_loot_pickup_wallrun_kit","survival_loot_pickup_3p_wallrun_kit","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_INCAPSHIELD_LV3","#SURVIVAL_PICKUP_INCAPSHIELD_LV3_HINT",1,1,"","",0,0,10,1,0,0,0
"","incapshield_pickup_lv4_selfrevive","incapshield","","","","",4,"PING_EQUIPMENT_INCAPSHIELD_4","","rui/hud/loot/loot_incapshield_1","mdl/weapons_r5/loot/w_loot_wep_iso_shield_down_v1.rmdl",0,"","survival_loot_pickup_wallrun_kit","survival_loot_pickup_3p_wallrun_kit","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_INCAPSHIELD_LV4","#SURVIVAL_PICKUP_INCAPSHIELD_LV4_HINT",1,1,"","PAS_GUARDIAN_ANGEL",0,0,10,1,0,0,0
"","backpack_pickup_lv1","backpack","","","","",1,"PING_EQUIPMENT_BACKPACK_1","","rui/hud/loot/loot_backpack_1","mdl/humans_r5/loot/w_loot_char_backpack_light.rmdl",0,"","survival_loot_pickup_backpack","survival_loot_pickup_3p_backpack","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_BACKPACK_1","#SURVIVAL_PICKUP_BACKPACK_1_HINT",1,1,"","",0,0,10,1,0,0,0
"","backpack_pickup_lv2","backpack","","","","",2,"PING_EQUIPMENT_BACKPACK_2","","rui/hud/loot/loot_backpack_2","mdl/humans_r5/loot/w_loot_char_backpack_medium.rmdl",0,"","survival_loot_pickup_backpack","survival_loot_pickup_3p_backpack","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_BACKPACK_2","#SURVIVAL_PICKUP_BACKPACK_2_HINT",1,1,"","",0,0,10,1,0,0,0
"","backpack_pickup_lv3","backpack","","","","",3,"PING_EQUIPMENT_BACKPACK_3","","rui/hud/loot/loot_backpack_3","mdl/humans_r5/loot/w_loot_char_backpack_heavy.rmdl",0,"","survival_loot_pickup_backpack","survival_loot_pickup_3p_backpack","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_BACKPACK_3","#SURVIVAL_PICKUP_BACKPACK_3_HINT",1,1,"","",0,0,20,1,0,0,0
"","backpack_pickup_lv4_revive_boost","backpack","","","","",4,"PING_EQUIPMENT_BACKPACK_4","","rui/hud/loot/loot_backpack_3","mdl/humans_r5/loot/w_loot_char_backpack_heavy.rmdl",0,"","survival_loot_pickup_backpack","survival_loot_pickup_3p_backpack","weapon_sentryfragdrone_throw_1p","#SURVIVAL_PICKUP_BACKPACK_4","#SURVIVAL_PICKUP_BACKPACK_4_HINT",1,1,"","PAS_EXTRA_MED_INV",0,0,20,1,0,0,0
"","mp_weapon_thermite_grenade","ordnance","","","","",1,"PING_OFFHAND_GRENADE_FIRESTAR","","rui/ordnance_icons/grenade_incendiary","mdl/weapons/grenades/w_thermite_grenade.rmdl",0,"","survival_loot_pickup_ArcBlade","survival_loot_pickup_3p_ArcBlade","","","",1,1,"","",0,0,5,0,0,0,0
"","mp_weapon_frag_grenade","ordnance","","","","",1,"PING_OFFHAND_GRENADE_FRAG","","rui/ordnance_icons/grenade_frag","mdl/weapons/grenades/w_loot_m20_f_grenade_projectile.rmdl",0,"","survival_loot_pickup_ordanance","survival_loot_pickup_3p_ordanance","","","",1,1,"","",0,0,5,0,0,0,0
"","mp_weapon_grenade_emp","ordnance","","","","",1,"PING_OFFHAND_GRENADE_ARC","","rui/ordnance_icons/grenade_arc","mdl/weapons_r5/loot/w_loot_wep_iso_shuriken.rmdl",0,"","survival_loot_pickup_ArcBlade","survival_loot_pickup_3p_ArcBlade","","","",1,1,"","",0,0,5,1,0,0,0
"","optic_cq_hcog_classic","attachment","","","","",1,"PING_ATTACHMENT_OPTIC_CQ_HCOG_1","","rui/weapon_icons/attachments/hcog","mdl/weapons_r5/loot/_master/w_loot_wep_mods_optic_cq_hcog_r1.rmdl",1,"survival_loot_attach_hcog","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,0,0,0,0
"","optic_cq_hcog_bruiser","attachment","","","","",2,"PING_ATTACHMENT_OPTIC_CQ_HCOG_2","","rui/weapon_icons/attachments/hcog_bruiser","mdl/weapons_r5/loot/_master/w_loot_wep_mods_optic_cq_hcog_r2.rmdl",2,"survival_loot_attach_hcog","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,0,0,0,0
"","optic_cq_holosight","attachment","","","","",1,"PING_ATTACHMENT_OPTIC_CQ_HOLOSIGHT_1","","rui/weapon_icons/attachments/holosight","mdl/weapons_r5/loot/_master/w_loot_wep_mods_optic_cq_holo_var.rmdl",1,"survival_loot_attach_holosight","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,0,0,0,0
"","optic_cq_holosight_variable","attachment","","","","",2,"PING_ATTACHMENT_OPTIC_CQ_HOLOSIGHT_2","","rui/weapon_icons/attachments/1x_2x_variable_holosight","mdl/weapons_r5/loot/_master/w_loot_wep_mods_optic_cq_holo_var_2x.rmdl",2,"survival_loot_attach_holosight","survival_loot_pickup_attachments","survival_loot_pickup_3p_attachments","","","",1,1,"","",0,0,5,0,0,0,0
